age,exp,w
56,34,6000
40,14,4000
40,8,2000
27,11,1500
67,51,7000
63,38,10000
49,31,2600
33,7,3000
48,6,1500
28,9,2000
65,41,16000
58,39,1920
50,31,3000
23,2,1950
34,11,3000
53,34,2600
34,12,2100
50,29,2000
59,34,6000
65,47,2250
31,5,4900
55,35,3000
46,25,4900
44,10,3050
60,37,8500
41,5,1200
30,7,10000
29,10,3100
59,38,3500
67,40,5000
30,5,5000
52,38,2400
53,29,2950
59,29,1980
55,37,2000
42,26,2500
45,19,3000
44,13,3000
44,26,2100
48,30,2100
22,2,2000
31,13,3260
27,2,3500
47,17,3600
47,24,3200
25,6,10000
23,4,3000
52,19,2350
31,8,2895
35,11,2400
49,25,3000
47,16,2000
27,6,2300
60,41,4300
46,30,2200
42,26,1800
41,18,2500
35,13,2600
50,28,2850
31,11,4000
30,10,2500
30,5,3000
35,11,3000
60,45,3200
55,34,2500
21,1,2800
61,25,1900
41,15,10000
24,2,2000
37,16,3000
60,36,2600
70,45,4500
22,2,2300
28,6,2700
29,10,3000
34,12,3500
47,22,2000
35,16,3000
26,4,2500
44,20,3500
66,44,800
50,31,2800
45,30,4100
39,17,3500
63,15,2000
56,35,3800
34,7,1950
51,23,2000
54,35,3000
37,10,1980
49,30,1980
50,30,3400
51,27,3000
48,28,3900
45,25,3600
29,6,4600
27,3,2550
35,16,5000
33,9,2200
32,11,3850
24,3,1400
45,22,9700
38,14,6000
35,13,5000
35,13,4000
49,27,3200
55,25,6500
46,20,5000
30,5,2500
36,12,4000
36,11,4500
33,7,3500
46,26,4000
62,43,2000
37,10,6000
32,8,2700
55,4,1000
24,4,2100
64,35,4700
30,5,2000
56,40,2400
39,15,3600
41,15,2800
42,20,3603
46,24,4500
46,25,3000
25,5,2500
29,10,5800
56,35,4200
50,30,2300
53,33,6000
56,30,2200
26,3,2100
30,10,2500
26,5,0
49,7,2100
58,20,2800
45,20,2400
65,48,1500
47,29,2000
50,22,2000
28,3,2000
31,8,2000
40,17,2500
50,25,1940
32,10,1950
63,39,4000
56,20,2260
58,31,2600
37,17,3500
49,25,2200
46,24,2200
34,15,2700
50,25,1940
32,10,1950
45,21,2700
46,26,2000
56,41,3500
40,21,3800
31,6,2400
37,13,2600
58,39,4600
54,35,2000
25,2,2300
23,2,1200
56,35,3200
54,33,2600
49,28,3000
57,41,5000
51,26,1850
51,30,3400
54,35,3200
33,9,800
48,20,2400
49,29,3500
30,10,2500
25,5,2000
50,28,1500
32,10,3700
45,22,2700
56,11,1800
60,41,2200
55,36,2500
45,26,2600
48,22,1900
30,3,2500
51,23,3000
55,37,2800
51,21,4100
45,20,2700
50,23,3800
50,25,3400
69,42,5700
63,42,3500
38,11,7000
31,9,6000
42,24,4000
47,28,3000
39,18,2500
18,1,1900
33,7,3200
39,14,5500
60,35,3000
26,4,1925
52,28,2600
38,20,3000
53,35,6000
41,20,4000
39,20,3000
32,12,2600
38,16,2200
21,1,2200
46,5,1800
39,15,4000
41,18,3000
50,25,3000
51,30,2800
27,3,2700
57,30,2100
53,24,3000
27,8,3000
52,35,1900
44,20,4370
45,22,3700
40,17,4000
41,13,3200
44,9,1760
22,2,4200
48,28,6490
45,24,1930
48,33,3200
46,10,2500
38,15,4000
39,15,2200
57,35,2600
50,12,2300
33,12,2500
38,13,2100
27,4,2400
52,25,1700
31,11,2400
34,15,2000
53,35,3000
54,30,5000
52,28,2000
42,16,2000
47,21,2500
53,16,2700
41,22,2000
45,22,2000
47,14,3050
50,16,3000
56,38,2500
30,9,1900
59,39,2500
49,26,1900
40,9,1760
56,20,1980
57,40,2500
38,7,3000
29,2,2500
27,7,2500
29,6,2000
29,8,2500
52,28,3000
52,28,2700
51,35,2200
64,44,1308
26,5,4000
66,25,970
62,45,2850
59,39,3300
33,4,1925
53,34,4000
45,18,3000
33,16,3500
56,39,4000
56,30,900
58,20,3000
33,10,1800
53,28,3000
62,40,1900
46,20,1900
56,40,1900
63,22,1900
60,39,1900
48,23,1900
53,36,3000
45,26,3800
28,11,2500
29,11,1680
39,18,3600
46,12,1600
34,6,1876
60,33,2000
62,40,4500
63,38,4500
46,21,2800
55,36,2750
32,2,1800
61,40,3850
54,5,350
35,15,2000
34,8,2200
56,25,2000
48,28,4500
42,14,1600
64,45,2000
62,43,1400
34,12,1900
35,4,1800
30,14,10000
24,1,5500
27,2,2880
53,35,2300
60,41,1920
62,45,1200
36,14,5500
29,6,2700
32,8,1600
27,8,2900
27,6,1900
44,24,2300
56,33,2000
61,26,3000
61,42,2150
39,13,1800
24,7,2150
49,15,3000
44,11,2700
31,11,3070
36,14,1921
58,20,1930
56,37,1800
62,45,1900
56,27,1800
35,3,1800
40,15,4100
40,14,2500
42,11,1900
48,18,1950
46,6,950
44,22,2700
47,25,1878
34,10,1700
42,20,2400
37,2,1630
50,22,3627
41,14,3800
28,6,3000
21,1,1600
58,38,3000
41,15,1880
42,20,2100
37,10,2000
61,39,2500
57,35,1500
21,1,2000
51,29,4000
50,29,4500
27,2,860
23,2,3200
52,31,3000
50,26,2000
21,0,2500
60,41,1900
41,17,3500
33,12,2400
60,29,1850
48,26,2700
47,26,1200
42,19,2500
20,3,2100
43,25,4000
30,4,1900
44,20,3300
42,18,2980
30,6,2700
33,10,3000
50,29,3000
50,31,2500
24,1,2700
37,10,2000
27,4,3600
45,13,4000
68,30,2000
27,4,5000
64,41,3475
41,22,1700
52,30,3600
40,15,2000
27,5,2000
57,35,3600
52,35,3400
48,20,2500
53,34,2450
36,15,3000
34,5,2500
37,11,3000
53,32,3500
18,1,251
17,1,200
64,42,3800
46,21,2600
54,36,1900
54,33,3400
30,9,1900
62,40,2300
56,25,2900
50,21,2100
38,17,2000
63,44,3700
57,21,1550
57,16,2500
55,19,2500
60,36,2400
52,15,1700
48,29,2000
65,45,20000
45,22,3000
23,2,2900
33,7,2500
65,34,2000
44,26,2000
33,7,1600
57,36,3510
34,17,2500
37,20,3100
37,8,2000
25,2,2050
61,40,5200
36,16,4000
35,11,4600
65,40,1920
46,21,5600
23,3,2150
34,11,1800
37,17,2500
40,22,2500
35,13,7000
41,20,6000
41,20,2500
38,20,3000
36,19,1500
46,21,3030
38,13,2700
46,25,6000
57,25,1680
46,25,3600
47,20,2250
56,36,2800
20,0,2700
50,28,3000
43,14,2000
31,7,2800
40,16,2500
44,18,2500
45,24,2400
28,6,2500
33,10,2100
42,21,4500
49,28,4100
58,37,4000
58,40,1884
37,15,1800
53,29,4000
52,24,4000
19,0,1238
50,25,2500
50,20,2500
37,15,3290
52,30,2057
27,1,2000
42,21,3000
50,25,3200
35,6,2300
55,36,2800
56,38,2200
55,34,2300
37,14,1900
37,12,4000
56,41,1900
35,1,1900
40,22,2000
37,17,2700
43,17,4900
50,30,3700
46,15,1800
50,25,2900
51,29,2650
48,27,2000
29,4,1850
45,25,2600
33,11,3000
57,32,2400
28,10,2600
45,20,7000
61,30,1900
55,36,4250
58,20,1900
30,6,7500
27,3,4000
59,40,2600
48,25,2000
48,22,2500
27,5,2750
42,14,9000
49,24,4700
67,45,2800
51,25,6500
35,17,21000
45,20,1900
53,28,3400
60,40,2400
57,40,2044
50,27,5200
49,27,3000
37,19,2500
51,21,3000
37,8,4800
37,10,6000
62,40,3200
39,15,3000
33,13,4300
37,20,6000
58,42,4100
55,15,1100
42,15,1500
22,3,1500
43,23,3200
51,31,5000
42,15,4000
44,10,1700
35,12,2900
40,20,1900
45,26,1900
31,5,2000
24,0,2600
32,12,2500
34,14,3100
37,6,1000
51,27,4200
66,43,6500
37,8,2500
61,38,2200
35,12,4800
32,5,2340
40,17,5000
37,11,3500
32,6,4000
33,6,3000
48,31,3500
30,3,4000
28,4,1850
29,5,2800
53,26,1800
35,10,4200
44,22,3500
45,19,3000
27,2,2300
51,33,2550
45,6,2350
54,36,2500
53,34,2300
39,19,2300
44,17,2500
51,27,5000
60,41,2400
49,7,1800
37,14,2700
37,14,2900
38,19,2500
38,13,3200
61,22,3000
31,10,3000
60,43,4800
59,32,2000
52,34,3000
55,29,5500
29,6,2600
51,15,3500
53,32,3000
51,30,2300
56,39,2500
47,26,1900
43,26,1900
51,32,1950
57,34,4500
39,17,2500
50,32,2300
42,16,2400
59,28,1950
35,16,1600
23,2,2500
57,40,3000
37,16,2500
41,23,3200
48,22,4000
35,10,4000
65,45,5500
38,16,8500
38,10,8500
27,6,2500
27,4,5000
41,21,6800
44,26,5600
47,6,1600
37,10,2800
35,9,2300
40,6,2700
45,21,2700
24,3,1920
40,21,4300
43,23,4400
34,15,2750
33,8,3700
24,3,1950
40,21,4300
43,23,4400
34,15,2750
33,8,3700
50,27,1929
37,17,2000
52,34,2000
47,32,1000
55,35,2100
43,15,2200
31,8,2900
36,16,3850
49,6,1900
41,14,6500
57,35,4000
39,20,2500
24,2,3800
23,1,3700
47,21,3300
47,22,3300
27,8,2500
28,8,2400
37,19,3500
32,7,2000
28,6,7500
36,15,2300
46,30,2900
21,2,2800
57,39,4000
28,9,2500
37,18,3000
48,27,4000
51,36,4000
44,20,3000
44,18,2700
52,33,3100
51,33,2450
67,52,1400
45,24,3500
25,1,2000
44,24,5000
45,15,2600
58,40,4000
57,35,1700
54,20,1700
32,12,2500
46,25,2500
30,12,3500
65,30,2700
37,10,3100
33,10,3100
29,9,3000
36,15,3000
41,18,2500
56,37,2500
52,31,4500
47,27,3800
27,3,3500
57,35,4700
54,35,2200
42,21,3300
38,17,2500
27,5,2200
69,43,2800
34,14,2900
44,22,3000
30,5,2000
33,1,1800
69,40,1400
62,36,4200
63,37,5900
60,39,3200
48,33,3000
47,16,1800
30,10,2000
66,25,800
24,3,1600
24,2,2600
56,29,4000
35,12,2000
30,11,3000
54,21,1900
44,28,2600
43,16,1900
54,26,2000
23,2,3000
41,20,2800
38,19,2500
38,19,3500
43,17,3200
20,1,2500
54,1,200
40,16,1680
71,50,2000
55,32,3000
57,37,4500
53,31,2900
34,8,3500
36,10,2500
51,30,4000
42,26,5000
62,42,4300
60,38,4000
42,21,3300
61,37,966
39,20,3100
45,20,3350
44,26,2100
42,5,340
52,34,2100
23,5,2100
55,38,2700
54,29,2200
59,33,2200
28,12,2500
36,7,1950
37,15,5000
30,13,3200
30,6,2000
59,40,3100
30,6,1900
53,34,3100
59,32,2000
61,34,2450
59,21,330
56,36,2200
33,12,3000
33,9,1650
35,15,1900
42,22,2500
57,30,2100
49,30,6000
43,20,1800
45,16,2400
48,22,3000
47,24,3200
31,10,3000
29,4,2000
32,4,2300
44,15,1900
37,16,3000
42,13,3000
28,3,600
38,10,1800
61,35,2700
64,43,5000
54,38,2800
26,4,1800
32,8,4000
59,38,3800
55,33,2900
57,36,2300
42,15,2500
42,20,2100
60,39,3300
38,15,2000
52,31,2200
64,40,3100
34,10,2700
33,3,2600
37,12,2900
34,2,1600
40,15,2200
35,7,2080
67,40,2040
59,36,2080
58,40,4000
55,40,2200
24,6,7000
58,35,2500
32,7,2500
54,34,4000
50,31,3000
31,1,1634
40,11,2200
34,10,2600
39,15,4500
58,38,3200
58,38,3200
30,5,3000
29,8,1800
29,7,3000
49,32,1800
48,26,2500
67,46,2800
48,32,2800
46,23,2300
24,1,4500
35,10,2800
55,30,2700
45,21,4200
37,7,3100
42,18,2000
57,37,3200
38,14,3500
37,15,3400
31,5,3000
48,10,2500
37,13,3100
40,10,2600
38,12,3000
39,9,2000
63,43,2300
37,20,1845
35,11,2200
58,38,2100
54,30,2500
48,5,1000
53,23,2200
50,20,2500
52,33,2500
61,25,2500
36,10,4000
54,30,3800
37,12,3000
40,17,3800
34,13,2600
43,23,2200
57,38,1900
28,3,4500
62,42,3500
61,45,1100
49,25,5000
42,23,4000
29,10,4800
37,15,2500
25,4,2550
23,2,2600
44,27,1950
51,26,2100
38,16,2700
54,37,4000
49,21,2100
26,2,2500
31,9,3500
37,14,3500
62,31,2200
48,32,3000
48,27,3200
61,41,4000
58,40,2000
62,38,2000
56,31,2500
46,21,2100
54,15,2000
24,3,2300
22,2,2330
58,26,1800
57,17,3500
48,10,2000
59,39,3125
54,26,2100
48,20,1920
46,20,2100
61,37,1920
60,40,2700
56,33,2300
64,46,2200
47,26,3200
43,18,3000
37,16,3000
45,19,4000
41,21,2500
54,28,3000
53,31,2300
64,44,2300
61,29,2200
35,18,2700
54,34,2100
44,22,9000
46,25,5500
29,13,4200
49,21,1700
30,12,3000
65,36,3000
40,16,2000
36,11,1600
36,11,3500
60,37,2100
59,41,1800
41,21,2500
23,0,1900
43,20,4800
36,16,2790
34,7,2800
49,20,1904
44,4,1904
38,17,4500
45,20,1900
43,15,1900
48,32,2900
50,31,4500
45,27,3500
43,10,1400
27,3,1900
22,0,1900
55,25,2500
67,45,1500
42,20,2500
43,23,4000
43,22,2200
43,23,2100
28,12,680
44,18,2700
41,15,1800
61,40,1600
47,25,2500
24,2,1200
37,15,2200
39,16,6300
65,46,2000
63,32,2000
41,14,5000
46,17,3500
44,13,2000
47,20,1690
50,30,4500
55,34,2600
63,32,2100
50,24,2150
54,33,4200
61,35,3500
30,5,6700
35,11,3300
39,15,5220
56,30,3500
36,18,4500
35,15,4500
29,10,1920
29,10,4500
46,26,2200
35,10,2700
23,1,1900
43,23,2500
78,60,3200
63,40,2800
46,20,3500
56,33,3000
34,12,4300
54,35,3500
48,20,1900
23,3,3200
51,30,1600
51,29,2500
51,29,2150
42,6,3000
34,0,2000
27,6,1634
64,42,3000
38,0,1800
44,25,2300
36,17,5000
43,15,1850
25,5,3000
31,12,2500
29,7,4000
57,35,2000
48,20,3880
40,14,1790
54,32,4000
33,10,2500
52,35,3500
55,23,1950
45,24,9000
59,18,2100
48,21,2000
47,21,2000
44,21,2000
44,12,2000
48,15,2400
63,46,3000
58,35,2000
24,6,2700
35,11,5000
47,24,5000
43,18,2500
38,12,2300
32,8,2600
39,18,2300
55,36,2500
56,37,2500
33,13,4000
30,6,3500
48,24,3200
43,18,6000
61,38,2570
72,49,10623
27,2,4400
62,39,3300
50,25,3200
27,1,3500
32,7,2300
30,14,2300
43,16,3200
38,16,3000
37,17,3200
56,23,2700
44,19,8500
44,17,3300
35,7,1500
62,38,4200
27,4,2100
25,6,4000
44,15,1800
72,46,4000
32,13,4000
53,27,4000
37,11,10000
62,34,2100
25,3,2100
64,18,2000
49,25,3000
50,24,3500
46,19,2900
41,20,5500
42,17,3000
51,31,2500
58,39,3000
60,40,3000
39,23,2700
38,15,2400
42,15,1260
41,15,10000
67,47,1100
37,13,1620
21,1,1600
44,24,4500
36,15,4500
56,20,1680
31,8,3500
35,0,900
60,31,4000
48,27,2700
36,18,3500
29,13,2000
63,33,2000
46,21,1950
35,8,3900
35,14,2600
30,11,3000
44,18,4700
42,21,4500
63,40,2000
57,36,4600
54,30,3100
48,29,3800
66,47,3200
65,48,2400
44,20,5800
63,30,3300
50,27,1929
20,2,1300
58,30,3200
44,12,2600
32,10,3500
42,12,2200
72,37,1300
36,13,3100
35,13,3000
49,30,1900
45,20,4000
39,16,2500
63,41,2500
52,20,5000
39,10,2100
25,0,2100
49,34,3000
49,26,3400
36,11,2300
56,37,2350
56,37,1650
55,26,2200
32,12,1910
58,39,2350
57,36,2000
56,31,2000
42,7,2300
36,9,3000
38,13,3000
32,14,3100
29,7,2700
45,15,1920
56,35,3000
42,24,4400
40,15,3000
35,12,3000
52,20,1900
22,1,1900
61,20,1900
48,30,1920
50,22,1920
50,16,1920
47,6,1920
38,20,3000
33,4,600
32,6,2400
38,15,3000
43,16,1950
25,2,2400
23,2,2500
46,25,3000
43,20,2000
23,1,2800
61,40,1980
64,39,4200
40,18,1930
51,34,2200
49,20,2100
40,20,2500
39,14,3500
27,8,2500
42,9,2200
41,10,2200
45,20,2500
44,20,2400
44,23,2500
63,38,2550
59,43,3500
36,10,3500
38,15,4000
34,14,5400
37,12,5000
33,7,1900
54,20,1900
53,31,2500
69,50,600
36,14,2500
45,25,3000
45,21,3000
44,25,2000
46,26,4500
35,7,2600
42,15,2800
70,43,1450
61,41,2200
45,22,1800
47,24,1800
38,11,4000
39,19,3000
34,5,1600
38,13,2200
50,25,3200
58,35,2080
60,20,2040
50,25,4000
33,6,2080
55,38,3300
53,26,2300
43,19,2200
59,41,2200
59,38,2000
28,7,2100
47,28,2200
49,31,2800
24,4,2500
57,38,3000
59,36,1600
45,20,900
25,4,3000
28,2,2000
48,18,2500
59,38,5000
46,17,3500
42,20,2000
37,10,2000
53,30,2500
38,8,2600
41,22,4000
47,28,2400
46,27,2700
53,32,2400
40,23,4500
39,22,3250
50,27,3000
60,43,3100
60,41,1850
41,18,3000
52,33,2500
33,7,3250
32,12,4700
44,20,2250
39,13,4300
24,7,5500
25,2,1900
60,41,4000
61,38,3000
30,1,2600
30,14,2600
47,26,2600
34,13,1500
40,12,3700
44,22,6500
48,25,1940
48,24,4300
51,32,2800
58,28,3000
62,44,3500
27,3,2600
57,37,2300
35,13,3100
54,31,2600
30,8,2200
45,13,1000
38,12,2900
46,25,1800
56,41,3500
36,7,2200
29,4,2000
45,25,2600
37,11,3100
57,32,2400
42,15,1900
38,10,1600
40,16,2600
22,2,1600
29,4,3000
54,33,2500
30,5,5000
51,35,1640
50,25,6000
46,25,2800
22,1,1800
38,17,3900
38,16,2000
69,40,600
43,18,4500
57,36,1670
48,29,1850
43,19,5000
42,18,3500
33,9,4500
33,8,2750
57,38,2500
65,45,4000
35,12,6000
35,10,2800
30,2,2600
34,9,3100
39,17,4700
61,35,3200
29,4,5000
45,21,2500
63,43,2300
63,46,4500
62,40,0
49,30,2500
40,12,2500
46,30,3000
55,31,2100
57,41,2100
23,4,2100
46,20,3500
54,27,2100
53,26,1900
44,23,2400
55,29,4500
45,25,4000
42,20,2500
28,11,3300
40,14,3000
50,31,2300
46,27,2300
24,2,2100
29,11,2100
58,35,2800
41,12,2600
55,34,3000
29,10,2500
47,23,4500
46,22,2000
52,31,3300
23,2,1900
59,42,2560
51,28,2000
55,9,2000
29,5,2800
47,29,5000
53,34,2200
50,27,1990
32,11,1940
36,11,2000
44,17,2100
48,10,1300
50,19,2100
35,12,8000
27,3,1900
44,22,3000
44,20,3000
60,40,3000
36,13,2300
51,23,2000
54,17,1860
54,26,4000
49,24,2100
52,15,340
61,38,2000
57,37,2400
48,25,2200
40,12,3500
38,12,3200
45,18,3800
64,41,5200
57,37,3000
58,31,3000
30,3,3500
40,21,10000
31,6,5000
45,29,4000
44,24,2400
59,31,2500
33,12,3500
72,50,3200
32,5,3000
59,36,2900
61,40,2800
28,5,2800
27,5,2200
65,40,3000
48,20,5000
40,18,5000
41,11,2700
40,19,7500
38,12,6500
36,14,7000
52,36,3000
48,14,1700
46,21,2500
52,27,3000
32,10,5500
33,8,4000
58,36,3600
29,8,2600
27,7,2000
58,38,3500
56,36,3300
38,19,2800
36,11,3000
49,19,2100
40,19,3000
41,4,1800
57,37,2200
36,13,1700
37,14,1700
35,9,1700
49,21,2500
27,1,2700
47,26,3000
44,19,1970
72,46,2500
26,6,1900
45,17,7500
46,25,2200
29,8,2900
30,7,2800
38,15,3000
30,7,2280
34,12,2300
39,17,2300
47,20,2700
22,5,3000
60,40,1990
70,50,2000
22,3,1900
56,30,2500
54,35,2100
35,18,2000
45,17,3700
47,30,4000
22,4,3300
62,40,5400
37,7,1500
25,5,3000
58,22,760
66,40,2500
32,8,14500
63,35,2000
60,40,3800
58,35,6000
39,16,16000
49,30,3000
56,29,2300
33,8,3000
31,6,2150
67,48,700
43,16,2000
53,34,2700
44,23,2000
39,20,1800
59,43,2150
53,31,2050
63,39,3000
27,2,2000
37,16,2000
58,41,2150
58,38,2200
55,34,2800
24,7,2100
40,11,3300
55,32,2700
54,34,2500
34,9,2400
37,12,6500
35,9,5400
31,9,2400
26,5,3000
38,8,2000
40,13,3500
38,17,1700
75,47,2200
33,11,4500
29,8,1300
60,38,3500
37,12,2500
40,16,2200
52,28,3300
32,10,3700
45,23,2700
56,12,1800
55,36,2500
45,26,2600
30,4,2500
51,24,3000
23,0,1920
46,25,1920
34,20,3050
39,23,3100
58,38,1920
38,15,2500
55,39,1920
64,46,1920
63,45,2700
30,11,2500
27,8,3000
42,18,3100
29,4,2200
43,21,2300
43,19,2100
46,10,2400
41,6,600
46,27,1634
45,28,2500
40,21,3900
27,6,1850
28,7,3000
56,35,3200
31,6,2200
38,12,2100
62,41,1920
42,25,2700
56,24,1000
60,41,2300
38,4,320
43,20,1920
50,20,2500
36,10,2500
67,26,2790
32,5,1800
41,18,2000
32,10,1950
38,16,2300
38,15,1880
35,14,2600
36,9,2400
57,35,2000
38,15,2500
32,15,1930
32,16,2300
44,24,4000
37,8,3100
35,10,2800
42,20,4000
42,10,1850
55,38,3000
53,30,1860
31,12,2400
52,18,2200
41,13,1960
25,7,1850
33,9,2609
36,18,2000
34,10,2000
32,8,2000
53,32,1500
46,26,3600
25,1,1800
28,5,2500
29,5,2000
46,22,5800
33,17,2200
57,36,3250
51,20,2150
50,12,2150
44,21,2650
27,8,3450
22,5,2100
31,12,4000
29,7,3500
45,23,2800
42,20,2400
63,45,1800
54,28,1600
56,35,1600
41,22,1920
66,40,1500
26,2,3000
54,33,3600
56,37,2800
59,38,3500
55,25,1900
59,12,900
52,10,1300
37,12,2200
42,20,2500
39,21,3000
36,19,4000
35,17,2400
58,31,1952
29,4,2000
45,25,2600
37,11,3100
32,6,2850
30,6,2750
44,28,4500
50,31,5000
21,2,2200
50,30,2500
25,4,3800
58,32,3550
60,35,2854
33,9,2600
32,8,2300
37,15,1300
33,10,3500
64,42,3000
49,26,2100
52,32,2200
58,39,4900
54,35,2300
25,2,2800
23,2,1200
56,36,3200
54,34,2600
49,29,3000
47,23,2000
51,24,2000
45,21,2300
40,20,5500
33,16,2800
34,11,2000
46,20,2500
60,36,2800
42,20,3000
53,34,2450
47,11,2400
29,4,2300
22,2,1900
54,35,2350
45,21,2200
39,5,1000
43,23,2450
47,27,2300
43,21,2340
27,4,2300
37,19,2500
35,7,2650
51,16,2600
29,7,3200
43,17,2500
50,25,3200
28,5,2000
45,11,750
34,16,2200
51,29,2200
48,21,1900
44,21,1900
50,20,2800
50,18,1800
29,3,2500
37,9,2200
57,27,900
33,14,2800
60,36,7000
60,36,7000
33,7,1040
65,45,2200
30,4,2000
30,4,2000
28,6,2700
49,17,2200
50,28,3500
53,35,2800
45,22,2800
49,25,3000
47,23,2900
45,19,2500
37,20,2900
40,9,2000
46,29,2600
45,22,2400
53,31,3200
52,21,3500
61,44,2100
38,16,3200
30,7,1920
32,7,3600
30,6,2750
41,17,2700
65,40,2200
43,17,2600
72,55,808
49,30,3500
35,1,1634
52,13,1634
65,24,1800
40,15,5000
66,50,3000
31,11,2000
50,6,1100
65,49,2200
46,24,4000
