FC_ID,ID,Target_Month,Create_Month,Model,StatFC,Actual,JudgmFC,Stat_IND,Man_IND,StatMan_IND,Product_Group,Price_Index,Launch_Date,Launch_Month,Launch_Year,Create_CalMonth,Create_Year,Target_CalMonth,Target_Year,Lead_Time,Product_Age,APE_Stat,APE_Judgm,APE_Stat_Shift,APE_Judgm_shift,APE_STAT_LOG,APE_Judgm_LOG,target_year_shift
72851,14282,201302,201210,LONG XT,804,740,689,1,1,11,8,192,201004,4,2010,10,2012,2,2013,4,34,8.6,6.9,8.6,6.9,2.1574030831,1.9303456325,4
72858,14282,201303,201208,LONG DownTrend,1066,1454,989,1,1,11,8,192,201004,4,2010,8,2012,3,2013,7,35,26.7,32.0,26.7,32.0,3.2841018675,3.4651339335,4
72926,14282,201312,201307,LONG Pure,700,507,671,1,1,11,8,192,201004,4,2010,7,2013,12,2013,5,44,38.1,32.3,38.1,32.3,3.6393493713,3.4765256102,4
72956,14282,201403,201401,LONG Pure,1050,1176,926,1,1,11,8,192,201004,4,2010,1,2014,3,2014,2,47,10.7,21.3,10.7,21.3,2.3715779645,3.0567569754,5
72963,14282,201404,201310,LONG Pure,1360,1402,1142,1,1,11,8,192,201004,4,2010,10,2013,4,2014,6,48,3.0,18.5,3.0,18.5,1.0971847367,2.9201967494,5
72967,14282,201404,201402,LONG Pure,1302,1402,1211,1,1,11,8,192,201004,4,2010,2,2014,4,2014,2,48,7.1,13.6,7.1,13.6,1.9646853044,2.6117885464,5
72972,14282,201405,201308,LONG Pure,1245,1182,1112,1,1,11,8,192,201004,4,2010,8,2013,5,2014,9,49,5.3,5.9,5.3,5.9,1.6733417144,1.7787022301,5
72986,14282,201406,201310,LONG Pure,613,1016,585,1,1,11,8,192,201004,4,2010,10,2013,6,2014,8,50,39.7,42.4,39.7,42.4,3.6804781198,3.747649648,5
72987,14282,201406,201311,LONG Pure,571,1016,583,1,1,11,8,192,201004,4,2010,11,2013,6,2014,7,50,43.8,42.6,43.8,42.6,3.77961584,3.7522792859,5
72990,14282,201406,201402,LONG Pure,547,1016,645,1,1,11,8,192,201004,4,2010,2,2014,6,2014,4,50,46.2,36.5,46.2,36.5,3.8321443263,3.5977436205,5
73005,14282,201408,201406,LONG Pure,638,534,500,1,1,11,8,192,201004,4,2010,6,2014,8,2014,2,52,19.5,6.4,19.5,6.4,2.9691652462,1.8511348716,5
73020,14282,201410,201409,LONG Pure,586,523,510,1,1,11,8,192,201004,4,2010,9,2014,10,2014,1,54,12.0,2.5,12.0,2.5,2.4887234483,0.9105380794,5
73030,14282,201412,201404,LONG Pure,562,601,342,1,1,11,8,192,201004,4,2010,4,2014,12,2014,8,56,6.5,43.1,6.5,43.1,1.8701368976,3.7634033132,5
73033,14282,201412,201407,LONG Pure,737,601,351,1,1,11,8,192,201004,4,2010,7,2014,12,2014,5,56,22.6,41.6,22.6,41.6,3.1192301372,3.7280361693,5
73041,14282,201501,201406,LONG Pure,732,534,622,1,1,11,8,192,201004,4,2010,6,2014,1,2015,7,57,37.1,16.5,37.1,16.5,3.6130413777,2.8021111615,6
73045,14282,201501,201410,LONG Pure,715,534,586,1,1,11,8,192,201004,4,2010,10,2014,1,2015,3,57,33.9,9.7,33.9,9.7,3.5232713783,2.2760180656,6
73055,14282,201502,201410,LONG Pure,730,681,507,1,1,11,8,192,201004,4,2010,10,2014,2,2015,4,58,7.2,25.6,7.2,25.6,1.9734281779,3.2406631791,6
73074,14282,201504,201406,LONG Pure,1351,1110,882,1,1,11,8,192,201004,4,2010,6,2014,4,2015,10,60,21.7,20.5,21.7,20.5,3.0778518252,3.0224005206,6
73083,14282,201504,201503,LONG Pure,1312,1110,1281,1,1,11,8,192,201004,4,2010,3,2015,4,2015,1,60,18.2,15.4,18.2,15.4,2.9013225891,2.7347184482,6
73090,14282,201505,201409,LONG Pure,1131,1354,971,1,1,11,8,192,201004,4,2010,9,2014,5,2015,8,61,16.5,28.3,16.5,28.3,2.801523504,3.3423867217,6
73135,14282,201508,201505,LONG Pure,648,586,499,1,1,11,8,192,201004,4,2010,5,2015,8,2015,3,64,10.6,14.8,10.6,14.8,2.3589847815,2.6977585151,6
73138,14282,201509,201501,LONG Pure,625,589,492,1,1,11,8,192,201004,4,2010,1,2015,9,2015,8,65,6.1,16.5,6.1,16.5,1.8102629408,2.8014549808,6
73151,14282,201510,201506,LONG Pure,610,378,419,1,1,11,8,192,201004,4,2010,6,2015,10,2015,4,66,61.4,10.8,61.4,10.8,4.117013362,2.3838480571,6
73167,14282,201512,201503,LONG Pure,590,635,430,1,1,11,8,192,201004,4,2010,3,2015,12,2015,9,68,7.1,32.3,7.1,32.3,1.9582076769,3.4745551662,6
73174,14282,201512,201510,LONG Pure,556,635,470,1,1,11,8,192,201004,4,2010,10,2015,12,2015,2,68,12.4,26.0,12.4,26.0,2.5209930396,3.257490661,6
73175,14282,201512,201511,LONG Pure,568,635,563,1,1,11,8,192,201004,4,2010,11,2015,12,2015,1,68,10.6,11.3,10.6,11.3,2.3562378065,2.4282113061,6
73176,14282,201601,201501,LONG Pure,738,761,436,1,1,11,8,192,201004,4,2010,1,2015,1,2016,12,69,3.0,42.7,3.0,42.7,1.1060310441,3.7543620105,7
73180,14282,201601,201505,LONG Pure,757,761,464,1,1,11,8,192,201004,4,2010,5,2015,1,2016,8,69,0.5,39.0,0.5,39.0,-0.643168811,3.6642689669,7
73184,14282,201601,201509,LONG Pure,712,761,529,1,1,11,8,192,201004,4,2010,9,2015,1,2016,4,69,6.4,30.5,6.4,30.5,1.8623571262,3.4172741998,7
73186,14282,201601,201511,LONG Pure,655,761,561,1,1,11,8,192,201004,4,2010,11,2015,1,2016,2,69,13.9,26.3,13.9,26.3,2.6339759222,3.2688541947,7
73223,14282,201604,201509,LONG Pure,1300,1145,1063,1,1,11,8,192,201004,4,2010,9,2015,4,2016,7,72,13.5,7.2,13.5,7.2,2.6054353869,1.9687295173,7
73229,14282,201604,201603,LONG Pure,1236,1145,1188,1,1,11,8,192,201004,4,2010,3,2016,4,2016,1,72,7.9,3.8,7.9,3.8,2.0728697765,1.3232103857,7
73236,14282,201605,201507,LONG Pure,1247,1151,966,1,1,11,8,192,201004,4,2010,7,2015,5,2016,10,73,8.3,16.1,8.3,16.1,2.1211319687,2.7771396023,7
73268,14282,201607,201507,LONG Pure,855,606,456,1,1,11,8,192,201004,4,2010,7,2015,7,2016,12,75,41.1,24.8,41.1,24.8,3.7157430964,3.208925494,7
73275,14282,201607,201602,LONG Pure,787,606,873,1,1,11,8,192,201004,4,2010,2,2016,7,2016,5,75,29.9,44.1,29.9,44.1,3.3967872312,3.7855388583,7
73284,14282,201608,201507,LONG Pure,691,430,418,1,1,11,8,192,201004,4,2010,7,2015,8,2016,13,76,60.7,2.8,60.7,2.8,4.1059053846,1.0262916271,7
73324,14282,201612,201601,LONG Pure,671,638,523,1,1,11,8,192,201004,4,2010,1,2016,12,2016,11,80,5.2,18.0,5.2,18.0,1.6433394641,2.891764031,7
73337,14282,201701,201603,LONG Pure,774,480,567,1,1,11,8,192,201004,4,2010,3,2016,1,2017,10,81,61.3,18.1,61.3,18.1,4.1149638494,2.8972922007,8
73342,14282,201701,201608,LONG Pure,689,480,537,1,1,11,8,192,201004,4,2010,8,2016,1,2017,5,81,43.5,11.9,43.5,11.9,3.7737183341,2.4744353499,8
73354,14282,201702,201608,LONG Pure,717,909,559,1,1,11,8,192,201004,4,2010,8,2016,2,2017,6,82,21.1,38.5,21.1,38.5,3.0503204638,3.6507582463,8
73357,14282,201702,201611,LONG Pure,751,909,666,1,1,11,8,192,201004,4,2010,11,2016,2,2017,3,82,17.4,26.7,17.4,26.7,2.8554201248,3.2858865352,8
73363,14282,201703,201604,LONG Pure,1120,670,972,1,1,11,8,192,201004,4,2010,4,2016,3,2017,11,83,67.2,45.1,67.2,45.1,4.2071400564,3.808319491,8
73364,14282,201703,201605,LONG Pure,906,670,938,1,1,11,8,192,201004,4,2010,5,2016,3,2017,10,83,35.2,40.0,35.2,40.0,3.5617242786,3.6888794541,8
73392,14282,201705,201604,LONG Pure,1228,737,1054,1,1,11,8,192,201004,4,2010,4,2016,5,2017,13,85,66.6,43.0,66.6,43.0,4.1990264216,3.7614840677,8
73394,14282,201705,201606,LONG Pure,981,737,1016,1,1,11,8,192,201004,4,2010,6,2016,5,2017,11,85,33.1,37.9,33.1,37.9,3.4997505191,3.6337940756,8
73395,14282,201705,201607,LONG Pure,988,737,1101,1,1,11,8,192,201004,4,2010,7,2016,5,2017,10,85,34.1,49.4,34.1,49.4,3.5280352329,3.8997361614,8
73405,14282,201706,201601,LONG Pure,839,763,747,1,1,11,8,192,201004,4,2010,1,2016,6,2017,17,86,10.0,2.1,10.0,2.1,2.298645495,0.7405008769,8
73411,14282,201706,201607,LONG Pure,682,763,719,1,1,11,8,192,201004,4,2010,7,2016,6,2017,11,86,10.6,5.8,10.6,5.8,2.3623613094,1.7521017886,8
73417,14282,201706,201701,LONG Pure,756,763,730,1,1,11,8,192,201004,4,2010,1,2017,6,2017,5,86,0.9,4.3,0.9,4.3,-0.086177696,1.4644197162,8
73445,14282,201708,201609,LONG Pure,485,207,699,1,1,11,8,192,201004,4,2010,9,2016,8,2017,11,88,134.3,237.7,134.3,237.7,4.9000725064,5.4709301092,8
73449,14282,201708,201701,LONG Pure,589,207,564,1,1,11,8,192,201004,4,2010,1,2017,8,2017,7,88,184.5,172.5,184.5,172.5,5.2178720013,5.1501871745,8
73455,14282,201708,201707,LONG Pure,548,207,525,1,1,11,8,192,201004,4,2010,7,2017,8,2017,1,88,164.7,153.6,164.7,153.6,5.10433387,5.0345027755,8
73466,14282,201710,201703,LONG Pure,447,204,420,1,1,11,8,192,201004,4,2010,3,2017,10,2017,7,90,119.1,105.9,119.1,105.9,4.7801116355,4.6623285998,8
73468,14282,201710,201705,LONG Pure,415,204,413,1,1,11,8,192,201004,4,2010,5,2017,10,2017,5,90,103.4,102.5,103.4,102.5,4.6389083256,4.6293844441,8
73474,14282,201711,201702,LONG Pure,567,1069,565,1,1,11,8,192,201004,4,2010,2,2017,11,2017,9,91,47.0,47.1,47.0,47.1,3.8492913947,3.853267543,8
73476,14282,201711,201704,LONG Pure,581,1069,533,1,1,11,8,192,201004,4,2010,4,2017,11,2017,7,91,45.7,50.1,45.7,50.1,3.8210066808,3.914825436,8
73477,14282,201711,201705,LONG Pure,586,1069,383,1,1,11,8,192,201004,4,2010,5,2017,11,2017,6,91,45.2,64.2,45.2,64.2,3.8107079286,4.1615689027,8
73488,14282,201712,201706,LONG Pure,527,66,262,1,1,11,8,192,201004,4,2010,6,2017,12,2017,6,92,698.5,297.0,300.0,297.0,6.548913487,5.6936301032,8
73493,14282,201712,201711,LONG Pure,419,66,104,1,1,11,8,192,201004,4,2010,11,2017,12,2017,1,92,534.8,57.6,300.0,57.6,6.2819835009,4.0531016037,8
73494,14288,201510,201505,SHORT XT,877,864,1249,1,1,11,13,103,201509,9,2015,5,2015,10,2015,5,1,1.5,44.6,1.5,44.6,0.4085467746,3.7968407515,6
73522,14291,201607,201604,SHORT ShiftLevel,144,228,201,1,1,11,,,,,,4,2016,7,2016,3,,36.8,11.8,36.8,11.8,3.6066413559,2.471661423,7
73526,14291,201608,201604,SHORT ShiftLevel,107,204,163,1,1,11,,,,,,4,2016,8,2016,4,,47.5,20.1,47.5,20.1,3.8617611706,3.0006222588,7
73530,14291,201609,201603,SHORT ShiftLevel,374,101,217,1,1,11,,,,,,3,2016,9,2016,6,,270.3,114.9,270.3,114.9,5.5995214643,4.7436398603,7
73536,14291,201610,201603,SHORT ShiftLevel,309,161,262,1,1,11,,,,,,3,2016,10,2016,7,,91.9,62.7,91.9,62.7,4.5209780948,4.1388863378,7
73544,14291,201611,201604,SHORT ShiftLevel,140,77,189,1,1,11,,,,,,4,2016,11,2016,7,,81.8,145.5,81.8,145.5,4.4044994905,4.9798636354,7
73605,14304,201403,201310,LONG Pure,1419,267,180,1,1,11,20,,201202,2,2012,10,2013,3,2014,5,25,431.5,32.6,300.0,32.6,6.0671763688,3.4838296462,5
73675,14318,201708,201706,SHORT ShiftLevel,1129,854,1587,1,1,11,3,79,201612,12,2016,6,2017,8,2017,2,8,32.2,85.8,32.2,85.8,3.4720100899,4.4523846941,8
73679,14318,201709,201705,SHORT ShiftLevel,1582,681,1470,1,1,11,3,79,201612,12,2016,5,2017,9,2017,4,9,132.3,115.9,132.3,115.9,4.8851131374,4.7523742007,8
73693,14318,201711,201706,SHORT ShiftLevel,1617,1389,1602,1,1,11,3,79,201612,12,2016,6,2017,11,2017,5,11,16.4,15.3,16.4,15.3,2.7981764722,2.7301230089,8
73703,14318,201712,201708,SHORT ShiftLevel,1132,1685,1050,1,1,11,3,79,201612,12,2016,8,2017,12,2017,4,12,32.8,37.7,32.8,37.7,3.4910073447,3.6292743421,8
73764,14322,201106,201105,SHORT ShiftLevel,1386,2395,2058,1,1,11,3,64,201009,9,2010,5,2011,6,2011,1,9,42.1,14.1,42.1,14.1,3.7407466965,2.6441146065,2
73789,14322,201112,201107,SHORT ShiftLevel,1652,758,1649,1,1,11,3,64,201009,9,2010,7,2011,12,2011,5,15,117.9,117.5,117.9,117.5,4.7701925755,4.7668312278,2
73790,14322,201112,201108,SHORT ShiftLevel,1847,758,1340,1,1,11,3,64,201009,9,2010,8,2011,12,2011,4,15,143.7,76.8,143.7,76.8,4.9675019233,4.3409572481,2
73809,14322,201204,201112,SHORT ShiftLevel,2019,1295,2596,1,1,11,3,64,201009,9,2010,12,2011,4,2012,4,19,55.9,100.5,55.9,100.5,4.0236956042,4.6097926904,3
73812,14322,201204,201203,LONG Pure,2089,1295,2223,1,1,11,3,64,201009,9,2010,3,2012,4,2012,1,19,61.3,71.7,61.3,71.7,4.1159876731,4.2719359446,3
73836,14322,201208,201206,LONG Pure,532,1103,792,1,1,11,3,64,201009,9,2010,6,2012,8,2012,2,23,51.8,28.2,51.8,28.2,3.9467703764,3.3391740789,3
73837,14322,201208,201207,LONG Pure,257,1103,838,1,1,11,3,64,201009,9,2010,7,2012,8,2012,1,23,76.7,24.0,76.7,24.0,4.3399005263,3.1791109927,3
73862,14327,201503,201501,SHORT XT,5991,1949,1628,1,1,11,,,,,,1,2015,3,2015,2,,207.4,16.5,207.4,16.5,5.3345933844,2.8015396096,6
73866,14327,201506,201505,SHORT ShiftLevel,288,529,778,1,1,11,,,,,,5,2015,6,2015,1,,45.6,47.1,45.6,47.1,3.8189786876,3.8516346506,6
73879,14327,201511,201504,SHORT ShiftLevel,668,287,511,1,1,11,,,,,,4,2015,11,2015,7,,132.8,78.0,132.8,78.0,4.8884873454,4.3573340221,6
73896,14331,201107,201105,LONG DownTrend,2128,2988,2865,1,1,11,8,166,200910,10,2009,5,2011,7,2011,2,21,28.8,4.1,28.8,4.1,3.359743029,1.4149949951,2
73905,14331,201109,201108,LONG DownTrend,2193,3736,2432,1,1,11,8,166,200910,10,2009,8,2011,9,2011,1,23,41.3,34.9,41.3,34.9,3.720883239,3.5525911291,2
73930,14331,201202,201108,LONG DownTrend,1779,1588,2555,1,1,11,8,166,200910,10,2009,8,2011,2,2012,6,28,12.0,60.9,12.0,60.9,2.4872129722,4.1091380396,3
73946,14331,201204,201107,LONG DownTrend,3194,2591,4341,1,1,11,8,166,200910,10,2009,7,2011,4,2012,9,30,23.3,67.5,23.3,67.5,3.1472882022,4.2127420723,3
73964,14331,201205,201203,LONG DownTrend,4476,3316,3408,1,1,11,8,166,200910,10,2009,3,2012,5,2012,2,31,35.0,2.8,35.0,2.8,3.5548309538,1.0204442468,3
73968,14331,201206,201108,LONG DownTrend,1828,1416,3844,1,1,11,8,166,200910,10,2009,8,2011,6,2012,10,32,29.1,171.5,29.1,171.5,3.3706022611,5.1444020639,3
73987,14331,201208,201206,LONG DownTrend,1210,2160,1610,1,1,11,8,166,200910,10,2009,6,2012,8,2012,2,34,44.0,25.5,44.0,25.5,3.7837686699,3.2372249635,3
73992,14331,201209,201208,LONG DownTrend,1782,1097,2068,1,1,11,8,166,200910,10,2009,8,2012,9,2012,1,35,62.4,88.5,62.4,88.5,4.134254564,4.483162194,3
74007,14331,201212,201208,LONG DownTrend,828,923,1622,1,1,11,8,166,200910,10,2009,8,2012,12,2012,4,38,10.3,75.7,10.3,75.7,2.3314178431,4.3271916937,3
74052,14331,201305,201208,LONG DownTrend,3397,2525,2862,1,1,11,8,166,200910,10,2009,8,2012,5,2013,9,43,34.5,13.3,34.5,13.3,3.5419632682,2.5912567746,4
74060,14331,201305,201304,LONG XT,3522,2525,2658,1,1,11,8,166,200910,10,2009,4,2013,5,2013,1,43,39.5,5.3,39.5,5.3,3.6759246142,1.6615229725,4
74064,14331,201306,201208,LONG DownTrend,1082,1375,1255,1,1,11,8,166,200910,10,2009,8,2012,6,2013,10,44,21.3,8.7,21.3,8.7,3.0591337849,2.1664529187,4
74094,14331,201311,201308,LONG Pure,837,1301,1062,1,1,11,8,166,200910,10,2009,8,2013,11,2013,3,49,35.7,18.4,35.7,18.4,3.5741662597,2.9107452594,4
74104,14331,201401,201305,LONG XT,2210,1728,1722,1,1,11,8,166,200910,10,2009,5,2013,1,2014,8,51,27.9,0.3,27.9,0.3,3.3283943507,-1.057790294,5
74121,14331,201403,201305,LONG XT,1315,1493,1415,1,1,11,8,166,200910,10,2009,5,2013,3,2014,10,53,11.9,5.2,11.9,5.2,2.4784109387,1.6533362151,5
74126,14331,201403,201310,LONG Pure,2250,1493,1432,1,1,11,8,166,200910,10,2009,10,2013,3,2014,5,53,50.7,4.1,50.7,4.1,3.9259906419,1.4075012526,5
74138,14331,201404,201312,LONG Pure,3321,2404,2174,1,1,11,8,166,200910,10,2009,12,2013,4,2014,4,54,38.1,9.6,38.1,9.6,3.6413883626,2.2583601993,5
74143,14331,201405,201306,LONG Pure,2053,1886,1981,1,1,11,8,166,200910,10,2009,6,2013,5,2014,11,55,8.9,5.0,8.9,5.0,2.1809505352,1.6168336144,5
74156,14331,201406,201307,LONG Pure,917,1425,1060,1,1,11,8,166,200910,10,2009,7,2013,6,2014,11,56,35.6,25.6,35.6,25.6,3.5737245409,3.2431404469,5
74190,14331,201410,201406,LONG Pure,766,879,925,1,1,11,8,166,200910,10,2009,6,2014,10,2014,4,60,12.9,5.2,12.9,5.2,2.553773107,1.6550266848,5
74225,14331,201502,201407,LONG Pure,702,1039,1010,1,1,11,8,166,200910,10,2009,7,2014,2,2015,7,64,32.4,2.8,32.4,2.8,3.4792391252,1.0264520249,6
74228,14331,201502,201410,LONG Pure,1019,1039,967,1,1,11,8,166,200910,10,2009,10,2014,2,2015,4,64,1.9,6.9,1.9,6.9,0.6548884684,1.9358223139,6
74236,14331,201503,201407,LONG Pure,936,1719,1284,1,1,11,8,166,200910,10,2009,7,2014,3,2015,8,65,45.5,25.3,45.5,25.3,3.8188048766,3.2310182117,6
74272,14331,201506,201404,LONG Pure,662,1039,1144,1,1,11,8,166,200910,10,2009,4,2014,6,2015,14,68,36.3,10.1,36.3,10.1,3.5914013823,2.313116545,6
74288,14331,201507,201409,LONG Pure,1121,1270,1104,1,1,11,8,166,200910,10,2009,9,2014,7,2015,10,69,11.7,13.1,11.7,13.1,2.4623443125,2.5703857949,6
74292,14331,201507,201501,LONG Pure,962,1270,917,1,1,11,8,166,200910,10,2009,1,2015,7,2015,6,69,24.3,27.8,24.3,27.8,3.1884977895,3.3248660635,6
74304,14331,201508,201501,LONG Pure,663,736,823,1,1,11,8,166,200910,10,2009,1,2015,8,2015,7,70,9.9,11.8,9.9,11.8,2.2943995084,2.4698481859,6
74333,14331,201511,201506,LONG Pure,719,819,588,1,1,11,8,166,200910,10,2009,6,2015,11,2015,5,73,12.2,28.2,12.2,28.2,2.5022562881,3.3395038127,6
74357,14331,201601,201509,LONG Pure,946,939,666,1,1,11,8,166,200910,10,2009,9,2015,1,2016,4,75,0.7,29.1,0.7,29.1,-0.293735144,3.369826502,7
74359,14331,201601,201511,LONG Pure,976,939,686,1,1,11,8,166,200910,10,2009,11,2015,1,2016,2,75,3.9,26.9,3.9,26.9,1.3712726194,3.2937441955,7
74360,14331,201601,201512,LONG Pure,795,939,760,1,1,11,8,166,200910,10,2009,12,2015,1,2016,1,75,15.3,19.1,15.3,19.1,2.7301680064,2.9477405126,7
74362,14331,201602,201502,LONG Pure,748,662,623,1,1,11,8,166,200910,10,2009,2,2015,2,2016,12,76,13.0,5.9,13.0,5.9,2.5642519263,1.7734662762,7
74372,14331,201602,201512,LONG Pure,730,662,831,1,1,11,8,166,200910,10,2009,12,2015,2,2016,2,76,10.3,25.5,10.3,25.5,2.3294123352,3.239803345,7
74405,14331,201605,201503,LONG Pure,987,1158,1330,1,1,11,8,166,200910,10,2009,3,2015,5,2016,14,79,14.8,14.9,14.8,14.9,2.6923840844,2.6982150047,7
74424,14331,201606,201506,LONG Pure,786,887,693,1,1,11,8,166,200910,10,2009,6,2015,6,2016,12,80,11.4,21.9,11.4,21.9,2.4324457205,3.0851833627,7
74430,14331,201606,201512,LONG Pure,868,887,784,1,1,11,8,166,200910,10,2009,12,2015,6,2016,6,80,2.1,11.6,2.1,11.6,0.7617641828,2.4520541919,7
74432,14331,201606,201602,LONG Pure,945,887,906,1,1,11,8,166,200910,10,2009,2,2016,6,2016,4,80,6.5,2.1,6.5,2.1,1.8777682142,0.7617641828,7
74473,14331,201609,201604,LONG Pure,735,636,802,1,1,11,8,166,200910,10,2009,4,2016,9,2016,5,83,15.6,26.1,15.6,26.1,2.7450914728,3.261959411,7
74486,14331,201610,201609,LONG Pure,500,588,606,1,1,11,8,166,200910,10,2009,9,2016,10,2016,1,84,15.0,3.1,15.0,3.1,2.7057800526,1.118814996,7
74488,14331,201611,201602,LONG Pure,635,805,686,1,1,11,8,166,200910,10,2009,2,2016,11,2016,9,85,21.1,14.8,21.1,14.8,3.0501263456,2.6934514017,7
74511,14331,201701,201604,LONG Pure,906,536,703,1,1,11,8,166,200910,10,2009,4,2016,1,2017,9,87,69.0,31.2,69.0,31.2,4.2345390306,3.4390298373,8
74514,14331,201701,201607,LONG Pure,718,536,664,1,1,11,8,166,200910,10,2009,7,2016,1,2017,6,87,34.0,23.9,34.0,23.9,3.525042712,3.1730662888,8
74528,14331,201702,201609,LONG Pure,575,811,673,1,1,11,8,166,200910,10,2009,9,2016,2,2017,5,88,29.1,17.0,29.1,17.0,3.3707339369,2.834155817,8
74542,14331,201703,201610,LONG Pure,988,1034,1089,1,1,11,8,166,200910,10,2009,10,2016,3,2017,5,89,4.4,5.3,4.4,5.3,1.4926215274,1.6713133162,8
74545,14331,201703,201701,LONG Pure,1006,1034,1168,1,1,11,8,166,200910,10,2009,1,2017,3,2017,2,89,2.7,13.0,2.7,13.0,0.9961846411,2.5618199309,8
74565,14331,201705,201604,LONG Pure,1441,1098,1235,1,1,11,8,166,200910,10,2009,4,2016,5,2017,13,91,31.2,12.5,31.2,12.5,3.4416550111,2.5239054897,8
74568,14331,201705,201607,LONG Pure,1170,1098,1037,1,1,11,8,166,200910,10,2009,7,2016,5,2017,10,91,6.6,5.6,6.6,5.6,1.8805906829,1.7147984281,8
74574,14331,201705,201701,LONG Pure,1278,1098,1019,1,1,11,8,166,200910,10,2009,1,2017,5,2017,4,91,16.4,7.2,16.4,7.2,2.7968814148,1.9733724164,8
74596,14331,201707,201603,LONG Pure,737,918,798,1,1,11,8,166,200910,10,2009,3,2016,7,2017,16,93,19.7,13.1,19.7,13.1,2.9814698266,2.5704645381,8
74607,14331,201707,201702,LONG Pure,771,918,818,1,1,11,8,166,200910,10,2009,2,2017,7,2017,5,93,16.0,10.9,16.0,10.9,2.7734053821,2.3881429814,8
74616,14331,201708,201607,LONG Pure,485,629,747,1,1,11,8,166,200910,10,2009,7,2016,8,2017,13,94,22.9,18.8,22.9,18.8,3.1308522289,2.9317235538,8
74633,14331,201709,201705,LONG Pure,577,423,543,1,1,11,8,166,200910,10,2009,5,2017,9,2017,4,95,36.4,28.4,36.4,28.4,3.5947506094,3.3452897497,8
74640,14331,201710,201704,LONG Pure,461,480,466,1,1,11,8,166,200910,10,2009,4,2017,10,2017,6,96,4.0,2.9,4.0,2.9,1.3758230613,1.0704414117,8
74648,14331,201711,201703,LONG Pure,525,597,571,1,1,11,8,166,200910,10,2009,3,2017,11,2017,8,97,12.1,4.4,12.1,4.4,2.4899191916,1.4713496106,8
74692,14331,201803,201701,LONG Pure,915,969,941,1,1,11,8,166,200910,10,2009,1,2017,3,2018,14,101,5.6,2.9,5.6,2.9,1.7178896207,1.0611100843,9
74699,14331,201803,201708,LONG Pure,813,969,861,1,1,11,8,166,200910,10,2009,8,2017,3,2018,7,101,16.1,11.1,16.1,11.1,2.7787615813,2.4110368012,9
74705,14331,201803,201802,LONG Pure,963,969,786,1,1,11,8,166,200910,10,2009,2,2018,3,2018,1,101,0.6,18.9,0.6,18.9,-0.479334957,2.9383917269,9
74711,14331,201804,201706,LONG Pure,996,786,991,1,1,11,8,166,200910,10,2009,6,2017,4,2018,10,102,26.7,26.1,26.7,26.1,3.2853209243,3.2612233727,9
74724,14331,201805,201705,LONG Pure,1188,815,717,1,1,11,8,166,200910,10,2009,5,2017,5,2018,12,103,45.8,12.0,45.8,12.0,3.8235604924,2.4869495514,9
74734,14336,201601,201511,SHORT XT,1294,63,443,1,1,11,,,,,,11,2015,1,2016,2,,1954.0,603.2,300.0,300.0,7.5776175858,6.4022067123,7
74747,14336,201701,201609,SHORT ShiftLevel,52,100,100,1,1,11,,,,,,9,2016,1,2017,4,,48.0,0.0,48.0,0.0,3.8712010109,,8
74761,14336,201703,201612,SHORT ShiftLevel,52,65,133,1,1,11,,,,,,12,2016,3,2017,3,,20.0,104.6,20.0,104.6,2.9957322736,4.6502906213,8
74801,14337,201608,201604,SHORT ShiftLevel,280,449,571,1,1,11,14,30,201512,12,2015,4,2016,8,2016,4,8,37.6,27.2,37.6,27.2,3.6280460132,3.302168343,7
74810,14337,201610,201604,SHORT ShiftLevel,255,310,440,1,1,11,14,30,201512,12,2015,4,2016,10,2016,6,10,17.7,41.9,17.7,41.9,2.8759310737,3.736132339,7
74812,14337,201610,201606,SHORT ShiftLevel,120,310,452,1,1,11,14,30,201512,12,2015,6,2016,10,2016,4,10,61.3,45.8,61.3,45.8,4.1156219607,3.8244249461,7
74819,14337,201611,201607,SHORT ShiftLevel,579,325,527,1,1,11,14,30,201512,12,2015,7,2016,11,2016,4,11,78.2,62.2,78.2,62.2,4.3586792707,4.1296127011,7
74836,14337,201701,201612,SHORT ShiftLevel,502,314,494,1,1,11,14,30,201512,12,2015,12,2016,1,2017,1,13,59.9,57.3,59.9,57.3,4.0922191629,4.048734051,8
74837,14337,201702,201607,SHORT ShiftLevel,655,278,451,1,1,11,14,30,201512,12,2015,7,2016,2,2017,7,14,135.6,62.2,135.6,62.2,4.9097942597,4.1308406668,8
74852,14337,201704,201607,SHORT ShiftLevel,760,272,928,1,1,11,14,30,201512,12,2015,7,2016,4,2017,9,16,179.4,241.2,179.4,241.2,5.1896835255,5.4855289086,8
74858,14337,201704,201701,SHORT ShiftLevel,569,272,480,1,1,11,14,30,201512,12,2015,1,2017,4,2017,3,16,109.2,76.5,109.2,76.5,4.6931002585,4.3369061994,8
74859,14337,201704,201702,SHORT ShiftLevel,534,272,384,1,1,11,14,30,201512,12,2015,2,2017,4,2017,2,16,96.3,41.2,96.3,41.2,4.5677126235,3.717866991,8
74886,14337,201708,201704,SHORT ShiftLevel,277,193,285,1,1,11,14,30,201512,12,2015,4,2017,8,2017,4,20,43.5,47.7,43.5,47.7,3.7732967959,3.8642685741,8
