ID_OSOB;ID_GOSP;WOJ;PLEC;WIEK;TYP_RODZ;DOCHM;WYDM;EDU;KMZ
12023;215000611;Mazowieckie;Mezczyzna;68;2:Malzenstwo bez dzieci;2198.5;1809.66;5;2
12027;215000711;Mazowieckie;Kobieta;60;1:Osoba samotna;2130.34;1715.48;1;2
12036;215000921;Mazowieckie;Kobieta;32;3:Malzenstwo +1;3800;4432.56;1;2
12069;215010621;Mazowieckie;Kobieta;20;4:Malzenstwo +2;10200;6652.51;4;4
12088;215011121;Mazowieckie;Kobieta;41;9:Pozostale;5350;3245.42;1;4
12113;215020811;Mazowieckie;Kobieta;66;2:Malzenstwo bez dzieci;6094.23;3244.31;4;4
12189;215040611;Mazowieckie;Mezczyzna;80;2:Malzenstwo bez dzieci;1978.23;4098.07;7;4
12231;215050621;Mazowieckie;Kobieta;59;2:Malzenstwo bez dzieci;1920.54;1445.78;5;4
12236;215050921;Mazowieckie;Mezczyzna;56;4:Malzenstwo +2;4414.36;3629.04;3;4
12250;215060221;Mazowieckie;Kobieta;71;2:Malzenstwo bez dzieci;1240;1682.96;7;4
12262;215060521;Mazowieckie;Kobieta;47;4:Malzenstwo +2;5894.33;5570.61;1;4
12280;215061111;Mazowieckie;Kobieta;62;2:Malzenstwo bez dzieci;2219;1720.58;1;4
12350;215080911;Mazowieckie;Mezczyzna;65;2:Malzenstwo bez dzieci;1764.09;1724.67;7;5
12353;215080921;Mazowieckie;Kobieta;45;3:Malzenstwo +1;4000;3635.63;3;5
12368;215090311;Mazowieckie;Kobieta;36;2:Malzenstwo bez dzieci;260;504.1;7;4
12375;215090621;Mazowieckie;Kobieta;38;5:Malzenstwo +3;7400;7170.01;3;4
12377;215090721;Mazowieckie;Mezczyzna;71;2:Malzenstwo bez dzieci;1585.99;660.21;3;4
12426;215110121;Mazowieckie;Mezczyzna;36;3:Malzenstwo +1;3744.1;2242.65;3;4
12453;215110711;Mazowieckie;Kobieta;52;3:Malzenstwo +1;5990.1;7427.73;1;4
12471;215111111;Mazowieckie;Kobieta;40;4:Malzenstwo +2;4739.6;3883.97;1;4
12488;215120411;Mazowieckie;Kobieta;33;9:Pozostale;2520;3201.19;4;4
12510;215121111;Mazowieckie;Mezczyzna;31;5:Malzenstwo +3;2681;2850.54;7;4
12531;215130721;Mazowieckie;Kobieta;49;4:Malzenstwo +2;4400;3597.98;3;4
12548;215131211;Mazowieckie;Mezczyzna;20;7:Matka i dzieci;1162.43;1368.94;5;4
12555;215140421;Mazowieckie;Mezczyzna;71;1:Osoba samotna;1250;1802.29;5;4
12562;215140911;Mazowieckie;Mezczyzna;32;6:Malzenstwo +4+;2715;1806.58;5;4
12563;215140911;Mazowieckie;Kobieta;31;6:Malzenstwo +4+;2715;1806.58;5;4
12578;215150311;Mazowieckie;Mezczyzna;31;9:Pozostale;2890.23;1996.73;5;5
12598;215150921;Mazowieckie;Kobieta;50;2:Malzenstwo bez dzieci;1510.89;1197.62;4;5
12610;215160121;Mazowieckie;Mezczyzna;32;4:Malzenstwo +2;6098;6238.65;4;5
12631;215160621;Mazowieckie;Mezczyzna;33;4:Malzenstwo +2;3806;1767;4;5
12640;215160821;Mazowieckie;Mezczyzna;37;3:Malzenstwo +1;6534.41;6008.3;3;5
12644;215160911;Mazowieckie;Kobieta;69;9:Pozostale;4238.98;2671.89;7;5
12667;215170211;Mazowieckie;Mezczyzna;24;3:Malzenstwo +1;4100;1879.57;1;5
12673;215170511;Mazowieckie;Kobieta;34;3:Malzenstwo +1;2409.33;2652.49;3;5
12715;215180521;Mazowieckie;Kobieta;56;2:Malzenstwo bez dzieci;2371.09;1403.3;3;5
12722;215180811;Mazowieckie;Kobieta;71;1:Osoba samotna;806.17;788.68;4;5
12728;215180921;Mazowieckie;Mezczyzna;47;4:Malzenstwo +2;2050;1877.02;3;5
12730;215180921;Mazowieckie;Mezczyzna;22;4:Malzenstwo +2;2050;1877.02;5;5
12737;215181121;Mazowieckie;Kobieta;66;2:Malzenstwo bez dzieci;1694.45;1322.96;7;5
12774;215191211;Mazowieckie;Kobieta;38;4:Malzenstwo +2;4392.42;5003.92;1;5
12786;215200421;Mazowieckie;Mezczyzna;67;1:Osoba samotna;2500;1299.73;3;5
12800;215200911;Mazowieckie;Mezczyzna;64;2:Malzenstwo bez dzieci;1996.13;1314.83;3;5
12865;215220521;Mazowieckie;Kobieta;21;3:Malzenstwo +1;1381;2797.05;4;5
12880;215220821;Mazowieckie;Kobieta;42;2:Malzenstwo bez dzieci;4712.2;4393.92;3;5
12881;215220911;Mazowieckie;Mezczyzna;61;9:Pozostale;2391.8;2051.8;7;5
12883;215220911;Mazowieckie;Mezczyzna;26;9:Pozostale;2391.8;2051.8;3;5
12888;215221011;Mazowieckie;Mezczyzna;24;9:Pozostale;3407.63;5586.22;1;5
12925;215230721;Mazowieckie;Kobieta;30;7:Matka i dzieci;1623.29;1551.04;4;5
12939;215231121;Mazowieckie;Mezczyzna;49;5:Malzenstwo +3;2700;2006.39;5;5
12943;215231211;Mazowieckie;Kobieta;75;9:Pozostale;2193;2998.04;4;5
12960;215240621;Malopolskie;Mezczyzna;51;9:Pozostale;2395.8;1416.59;5;3
12966;215240811;Malopolskie;Kobieta;77;9:Pozostale;2140.25;1418.61;7;3
12982;215241211;Malopolskie;Kobieta;82;2:Malzenstwo bez dzieci;4017.77;2984.96;1;3
12995;215250711;Malopolskie;Mezczyzna;47;9:Pozostale;7983.39;4853.62;5;3
13007;215251211;Malopolskie;Kobieta;31;2:Malzenstwo bez dzieci;2416.01;1320.71;3;3
13026;215260421;Malopolskie;Kobieta;57;2:Malzenstwo bez dzieci;3204;1614.25;2;4
13056;215270211;Malopolskie;Mezczyzna;29;2:Malzenstwo bez dzieci;1900;1909.21;4;4
13068;215270621;Malopolskie;Mezczyzna;45;4:Malzenstwo +2;2520;2224.04;4;4
13098;215280211;Malopolskie;Kobieta;21;9:Pozostale;7477;7541.66;4;4
13106;215280411;Malopolskie;Mezczyzna;56;9:Pozostale;5239.3;4853.74;1;4
13143;215290211;Malopolskie;Mezczyzna;83;2:Malzenstwo bez dzieci;2137;1228.33;3;4
13158;215290621;Malopolskie;Mezczyzna;54;2:Malzenstwo bez dzieci;2130;1358.23;3;4
13212;215301011;Malopolskie;Mezczyzna;59;9:Pozostale;1660;1563.25;5;4
13249;215311111;Malopolskie;Mezczyzna;70;2:Malzenstwo bez dzieci;1620;1300.37;5;4
13271;215330111;Malopolskie;Kobieta;84;1:Osoba samotna;1217;977.42;7;5
13296;215330811;Malopolskie;Mezczyzna;35;3:Malzenstwo +1;3503.33;4330.99;1;5
13332;215340511;Malopolskie;Mezczyzna;43;9:Pozostale;4300;2372.23;5;5
13391;215351021;Malopolskie;Kobieta;25;9:Pozostale;4434.8;2982.43;4;5
13400;215351211;Malopolskie;Mezczyzna;20;9:Pozostale;4154;4195.24;6;5
13417;215360421;Malopolskie;Kobieta;46;5:Malzenstwo +3;1530;1778.2;3;5
13452;215370411;Malopolskie;Mezczyzna;60;2:Malzenstwo bez dzieci;1255.94;1213.35;7;5
13468;215370911;Malopolskie;Mezczyzna;49;9:Pozostale;5800;1764.59;5;5
13567;215400211;Lodzkie;Kobieta;60;2:Malzenstwo bez dzieci;4160;3230.2;2;4
13583;215400821;Lodzkie;Kobieta;70;1:Osoba samotna;1299.08;1115.68;5;4
13625;215420111;Lodzkie;Kobieta;65;2:Malzenstwo bez dzieci;2027.4;1919.64;7;4
13626;215420121;Lodzkie;Kobieta;44;4:Malzenstwo +2;2540;2517.23;1;4
13674;215430611;Lodzkie;Mezczyzna;49;1:Osoba samotna;956;691.37;3;4
13678;215430721;Lodzkie;Kobieta;57;2:Malzenstwo bez dzieci;1820.14;1293.86;7;4
13703;215440311;Lodzkie;Kobieta;21;9:Pozostale;2615;2681.95;4;4
13765;215450921;Lodzkie;Kobieta;82;1:Osoba samotna;1053.75;1294.07;7;4
13794;215460521;Lodzkie;Kobieta;45;5:Malzenstwo +3;3078.98;2791.96;3;4
13801;215460721;Lodzkie;Kobieta;48;1:Osoba samotna;927.6;1278.45;4;4
13812;215461111;Lodzkie;Kobieta;38;9:Pozostale;2684.64;2372.94;7;4
13856;215480121;Lodzkie;Mezczyzna;72;2:Malzenstwo bez dzieci;2117.96;2020.94;7;5
13864;215480321;Lodzkie;Kobieta;24;3:Malzenstwo +1;2242;1592.36;3;5
13866;215480421;Lodzkie;Kobieta;93;9:Pozostale;2246;3004.71;4;5
13882;215481011;Lodzkie;Kobieta;24;9:Pozostale;3371.33;2199.07;3;5
13885;215481111;Lodzkie;Mezczyzna;38;9:Pozostale;7100.34;4874.13;1;5
13925;215491011;Lodzkie;Kobieta;68;2:Malzenstwo bez dzieci;1845;2006.68;3;4
13959;215500621;Lodzkie;Mezczyzna;29;9:Pozostale;8618.24;4780.78;7;5
13993;215510421;Lodzkie;Kobieta;61;9:Pozostale;3396;3532.52;3;5
14001;215510721;Lodzkie;Mezczyzna;55;9:Pozostale;1386.59;2974.53;4;5
14011;215511011;Lodzkie;Kobieta;31;9:Pozostale;4846.01;4075.88;1;5
14012;215511021;Lodzkie;Kobieta;55;9:Pozostale;2415.6;2548.72;3;5
14013;215511021;Lodzkie;Kobieta;78;9:Pozostale;2415.6;2548.72;7;5
14016;215511121;Lodzkie;Kobieta;65;1:Osoba samotna;994.35;863.65;4;5
14046;215520821;Lodzkie;Kobieta;28;9:Pozostale;3907.28;2486.38;1;5
14066;215530111;Lodzkie;Mezczyzna;23;9:Pozostale;3119.62;2262.58;3;5
14068;215530211;Lodzkie;Mezczyzna;60;2:Malzenstwo bez dzieci;3506;2352.68;1;5
14075;215530321;Lodzkie;Kobieta;56;2:Malzenstwo bez dzieci;1392.72;1121.38;5;5
14086;215530611;Lodzkie;Kobieta;52;1:Osoba samotna;1840;3698.08;2;5
14101;215531021;Lodzkie;Kobieta;28;9:Pozostale;4165.17;4128.12;1;5
14158;215550311;Lodzkie;Kobieta;33;3:Malzenstwo +1;4065.04;3480.33;1;4
14173;215550911;Lodzkie;Mezczyzna;36;4:Malzenstwo +2;2628;1523.81;5;4
14183;215551211;Lodzkie;Kobieta;70;9:Pozostale;4395.17;3833.36;7;4
14201;215560821;Lodzkie;Kobieta;48;9:Pozostale;985;1011.19;3;4
14231;215580221;Lubuskie;Mezczyzna;59;3:Malzenstwo +1;2040.15;1930.17;5;3
14236;215580411;Lubuskie;Kobieta;45;5:Malzenstwo +3;3780;2309.18;3;3
14239;215580421;Lubuskie;Kobieta;77;1:Osoba samotna;890;821.55;8;3
14273;215590421;Lubuskie;Kobieta;57;2:Malzenstwo bez dzieci;2582.02;3281.95;3;5
14276;215590611;Lubuskie;Mezczyzna;53;9:Pozostale;9409.7;6772.95;1;5
14324;215600821;Lubuskie;Mezczyzna;60;2:Malzenstwo bez dzieci;2319.5;1491.79;5;4
14330;215601011;Lubuskie;Kobieta;89;1:Osoba samotna;872.16;952.98;7;4
14414;215621021;Lubuskie;Mezczyzna;38;5:Malzenstwo +3;2609.17;2863.75;5;5
14415;215621021;Lubuskie;Kobieta;33;5:Malzenstwo +3;2609.17;2863.75;4;5
14440;215630821;Lubuskie;Kobieta;74;2:Malzenstwo bez dzieci;1855.04;1565.35;7;5
14463;215640311;Lubuskie;Kobieta;32;9:Pozostale;4258.19;2407.5;5;4
14483;215640911;Lubuskie;Mezczyzna;23;9:Pozostale;3671.5;2786.82;3;4
14489;215641121;Lubuskie;Mezczyzna;72;2:Malzenstwo bez dzieci;1866;1200.59;5;4
14503;215650411;Lubuskie;Mezczyzna;55;3:Malzenstwo +1;1708.69;1201.41;3;4
14504;215650411;Lubuskie;Mezczyzna;23;3:Malzenstwo +1;1708.69;1201.41;7;4
14526;215651221;Lubuskie;Kobieta;33;5:Malzenstwo +3;2509.19;1366.29;5;4
14556;215660921;Lubelskie;Kobieta;66;2:Malzenstwo bez dzieci;1042.47;1343.87;4;4
14560;215661021;Lubelskie;Mezczyzna;60;2:Malzenstwo bez dzieci;2689;1933.96;5;4
14566;215661211;Lubelskie;Kobieta;21;9:Pozostale;1583.09;1782.7;3;4
14579;215670321;Lubelskie;Kobieta;36;5:Malzenstwo +3;5000;4757.11;3;4
14616;215680121;Lubelskie;Mezczyzna;61;9:Pozostale;2114.58;1948.64;5;4
14640;215680621;Lubelskie;Mezczyzna;49;3:Malzenstwo +1;3441;4953.1;3;4
14642;215680711;Lubelskie;Mezczyzna;49;9:Pozostale;5258.51;1808.52;3;4
14647;215680821;Lubelskie;Mezczyzna;70;9:Pozostale;5125.66;6078.26;2;4
14689;215690811;Lubelskie;Kobieta;31;3:Malzenstwo +1;2400;1987.74;1;4
14699;215691021;Lubelskie;Kobieta;51;5:Malzenstwo +3;5780;3590.35;1;4
14708;215691211;Lubelskie;Kobieta;24;2:Malzenstwo bez dzieci;3192.42;2258.69;1;4
14753;215701111;Lubelskie;Mezczyzna;44;6:Malzenstwo +4+;4346.18;3164.8;1;4
14758;215701211;Lubelskie;Mezczyzna;44;5:Malzenstwo +3;4659.6;2674.06;3;4
14764;215710121;Lubelskie;Kobieta;28;3:Malzenstwo +1;2335.52;1671.85;3;4
14767;215710221;Lubelskie;Kobieta;52;1:Osoba samotna;1584.2;1542.97;2;4
14810;215720311;Lubelskie;Kobieta;63;9:Pozostale;989.18;943.18;7;4
14851;215730521;Lubelskie;Kobieta;43;9:Pozostale;3827.25;1853.58;3;4
14871;215740111;Lubelskie;Kobieta;20;5:Malzenstwo +3;3013.57;1785.44;4;5
14885;215740521;Lubelskie;Kobieta;33;9:Pozostale;2110.83;1345.65;3;5
14898;215741121;Lubelskie;Kobieta;56;1:Osoba samotna;1483.25;1061.23;4;5
14900;215750121;Lubelskie;Mezczyzna;52;4:Malzenstwo +2;1736;924.09;5;5
14907;215750311;Lubelskie;Mezczyzna;49;2:Malzenstwo bez dzieci;828;1292.7;7;5
14910;215750411;Lubelskie;Mezczyzna;51;9:Pozostale;1802;606.62;3;5
14924;215750811;Lubelskie;Kobieta;49;3:Malzenstwo +1;4561.17;3377.82;1;5
14957;215760311;Lubelskie;Kobieta;51;9:Pozostale;1547;2193.04;3;5
14969;215760621;Lubelskie;Kobieta;92;1:Osoba samotna;901.03;1224.9;8;5
14973;215760721;Lubelskie;Kobieta;46;9:Pozostale;6003.35;2361.9;3;5
14976;215760811;Lubelskie;Kobieta;57;3:Malzenstwo +1;3307.6;4575.51;3;5
15036;215771121;Lubelskie;Mezczyzna;65;9:Pozostale;3448;4080.64;7;5
15043;215780121;Kujawsko-pomorskie;Kobieta;40;3:Malzenstwo +1;3628;2130.16;1;4
15049;215780421;Kujawsko-pomorskie;Mezczyzna;54;9:Pozostale;2320;1624.36;3;4
15157;215810311;Kujawsko-pomorskie;Mezczyzna;69;9:Pozostale;3170;2623.15;5;2
15183;215811111;Kujawsko-pomorskie;Mezczyzna;57;2:Malzenstwo bez dzieci;1580;1630.01;3;2
15194;215820311;Kujawsko-pomorskie;Kobieta;37;7:Matka i dzieci;3687.08;3417.64;1;2
15237;215830311;Kujawsko-pomorskie;Kobieta;29;3:Malzenstwo +1;4150;2984.32;1;2
15240;215830321;Kujawsko-pomorskie;Mezczyzna;48;4:Malzenstwo +2;2652.04;806.49;7;2
15253;215830911;Kujawsko-pomorskie;Kobieta;33;3:Malzenstwo +1;4200;5459.89;1;2
15296;215850311;Kujawsko-pomorskie;Mezczyzna;36;3:Malzenstwo +1;5200;6814.12;1;3
15335;215860511;Kujawsko-pomorskie;Kobieta;26;9:Pozostale;3000;1670.33;2;5
15344;215860711;Kujawsko-pomorskie;Kobieta;28;9:Pozostale;3240;1878.9;5;5
15365;215870221;Kujawsko-pomorskie;Kobieta;54;2:Malzenstwo bez dzieci;1418.15;1183.64;5;4
15368;215870311;Kujawsko-pomorskie;Mezczyzna;61;2:Malzenstwo bez dzieci;2687.22;2153.62;5;4
15381;215870621;Kujawsko-pomorskie;Kobieta;66;1:Osoba samotna;754.72;728.71;5;4
15459;215890711;Kujawsko-pomorskie;Mezczyzna;34;4:Malzenstwo +2;2242;2013.16;5;4
15537;215920121;Kujawsko-pomorskie;Mezczyzna;39;4:Malzenstwo +2;4000;3240.88;3;5
15593;215930621;Kujawsko-pomorskie;Kobieta;30;3:Malzenstwo +1;2350;1078.22;7;4
15606;215931011;Kujawsko-pomorskie;Mezczyzna;29;9:Pozostale;2840;3221.47;5;4
15654;215941011;Kujawsko-pomorskie;Mezczyzna;45;4:Malzenstwo +2;5123.33;3714.34;5;5
15670;215950321;Dolnoslaskie;Kobieta;48;9:Pozostale;4711.6;2858.75;5;3
15687;215951011;Dolnoslaskie;Kobieta;23;7:Matka i dzieci;1628;1914.83;7;3
15692;215951121;Dolnoslaskie;Kobieta;79;9:Pozostale;1117.2;2680.71;7;3
15737;215970821;Dolnoslaskie;Kobieta;30;9:Pozostale;3305.54;3467.13;1;3
15738;215970911;Dolnoslaskie;Mezczyzna;62;9:Pozostale;2877.28;2904.55;5;3
15774;215980511;Dolnoslaskie;Kobieta;27;9:Pozostale;2918;2306.19;7;3
15831;216000121;Dolnoslaskie;Mezczyzna;30;9:Pozostale;4231.33;2814.38;1;4
15846;216000811;Dolnoslaskie;Kobieta;53;9:Pozostale;6940.55;2887.03;1;4
15864;216001211;Dolnoslaskie;Mezczyzna;36;4:Malzenstwo +2;6643.45;4453.74;4;4
15882;216010921;Dolnoslaskie;Kobieta;56;2:Malzenstwo bez dzieci;1607.66;1514.12;4;4
15883;216010921;Dolnoslaskie;Mezczyzna;60;2:Malzenstwo bez dzieci;1607.66;1514.12;3;4
15934;216040421;Dolnoslaskie;Mezczyzna;23;9:Pozostale;3172;1677.52;3;4
15988;216060211;Dolnoslaskie;Kobieta;52;9:Pozostale;1645.45;1408.33;3;4
16002;216060611;Dolnoslaskie;Mezczyzna;22;3:Malzenstwo +1;2434;1775.38;4;4
16013;216060921;Dolnoslaskie;Mezczyzna;48;9:Pozostale;3877;4655.36;4;4
16047;216070821;Dolnoslaskie;Kobieta;36;3:Malzenstwo +1;94.2;1875.35;2;4
16058;216071211;Dolnoslaskie;Mezczyzna;54;2:Malzenstwo bez dzieci;1183.52;1215.66;7;4
16064;216080321;Dolnoslaskie;Kobieta;80;2:Malzenstwo bez dzieci;4461.61;4254.16;4;4
16115;216091121;Dolnoslaskie;Kobieta;85;9:Pozostale;1484.82;2120.73;8;4
16127;216100321;Dolnoslaskie;Kobieta;74;2:Malzenstwo bez dzieci;2232;1338.93;7;4
16133;216100521;Dolnoslaskie;Kobieta;20;4:Malzenstwo +2;4076.73;3124.71;4;4
16178;216111211;Dolnoslaskie;Kobieta;63;2:Malzenstwo bez dzieci;3896.9;3876.17;3;4
16217;216121221;Dolnoslaskie;Kobieta;47;3:Malzenstwo +1;2500.24;2415.13;7;4
16220;216130221;Dolnoslaskie;Mezczyzna;39;4:Malzenstwo +2;3300;3656.07;5;4
16290;216150611;Dolnoslaskie;Mezczyzna;71;9:Pozostale;2470;1693.53;3;5
16297;216150811;Dolnoslaskie;Mezczyzna;46;1:Osoba samotna;870;617.96;5;5
16304;216151011;Dolnoslaskie;Mezczyzna;26;9:Pozostale;1519;1591.74;1;5
16324;216160611;Dolnoslaskie;Kobieta;62;2:Malzenstwo bez dzieci;2080;1353.89;3;5
16331;216160811;Dolnoslaskie;Kobieta;21;9:Pozostale;3190.5;1804.45;7;5
16361;216171221;Dolnoslaskie;Mezczyzna;56;2:Malzenstwo bez dzieci;2262.2;1910.45;3;5
16375;216180711;Dolnoslaskie;Mezczyzna;45;4:Malzenstwo +2;6081;5903.15;5;5
16379;216180821;Dolnoslaskie;Kobieta;55;9:Pozostale;2522.9;5246.06;2;5
16398;216190211;Dolnoslaskie;Kobieta;62;1:Osoba samotna;1190.15;1162.8;5;5
16424;216191111;Dolnoslaskie;Kobieta;47;2:Malzenstwo bez dzieci;3117;1927.3;7;5
16430;216191221;Dolnoslaskie;Mezczyzna;25;9:Pozostale;3650.6;1888.64;5;5
16435;216200211;Dolnoslaskie;Kobieta;63;1:Osoba samotna;1420;1370.34;3;5
16462;216200911;Dolnoslaskie;Kobieta;51;2:Malzenstwo bez dzieci;4111.05;2695.72;2;5
16528;216221111;Dolnoslaskie;Mezczyzna;62;9:Pozostale;4760;4229.05;3;5
16551;220010621;Zachodniopomorskie;Mezczyzna;36;4:Malzenstwo +2;3356.56;2142.27;5;6
16555;220010711;Zachodniopomorskie;Mezczyzna;57;9:Pozostale;3775;1596.78;5;6
16571;220020111;Zachodniopomorskie;Kobieta;53;2:Malzenstwo bez dzieci;3488;3489.66;4;6
16572;220020121;Zachodniopomorskie;Mezczyzna;71;2:Malzenstwo bez dzieci;1466.05;1036.67;7;6
16582;220020322;Zachodniopomorskie;Kobieta;28;3:Malzenstwo +1;2102.99;893.8;5;6
16613;220030221;Zachodniopomorskie;Mezczyzna;37;5:Malzenstwo +3;2924;1674.68;5;6
16636;220030721;Zachodniopomorskie;Kobieta;63;9:Pozostale;3183;1912.01;5;6
16681;220040621;Zachodniopomorskie;Kobieta;20;3:Malzenstwo +1;2560;3306.94;4;6
16769;220061111;Zachodniopomorskie;Mezczyzna;78;2:Malzenstwo bez dzieci;2457.12;2387.04;7;6
16783;220070321;Zachodniopomorskie;Kobieta;72;9:Pozostale;1414.48;1297.88;7;6
16786;220070411;Zachodniopomorskie;Kobieta;20;5:Malzenstwo +3;3100.6;2374.65;3;6
16833;220081011;Zachodniopomorskie;Kobieta;35;6:Malzenstwo +4+;3717;3243.37;7;6
16839;220081211;Zachodniopomorskie;Mezczyzna;44;5:Malzenstwo +3;1997.95;1514.53;7;6
16864;220090611;Zachodniopomorskie;Mezczyzna;73;2:Malzenstwo bez dzieci;2556.2;2046.52;3;6
16884;220091221;Zachodniopomorskie;Kobieta;74;2:Malzenstwo bez dzieci;2803.1;4460.21;3;6
16912;220100811;Zachodniopomorskie;Mezczyzna;52;9:Pozostale;5380.35;4507.33;1;6
16945;220110311;Zachodniopomorskie;Kobieta;41;3:Malzenstwo +1;692.59;2964.42;3;6
16967;220110911;Zachodniopomorskie;Kobieta;40;3:Malzenstwo +1;857.1;2627.2;5;6
16986;220120221;Zachodniopomorskie;Kobieta;61;9:Pozostale;2251;1858.47;7;6
17006;220120821;Zachodniopomorskie;Mezczyzna;47;9:Pozostale;1877;1362.3;7;6
17029;220130121;Wielkopolskie;Mezczyzna;24;9:Pozostale;2245.8;1488.92;5;6
17078;220131111;Wielkopolskie;Kobieta;24;9:Pozostale;3134.4;818.48;1;6
17100;220140311;Wielkopolskie;Kobieta;41;3:Malzenstwo +1;1914;1400.84;5;6
17105;220140411;Wielkopolskie;Kobieta;70;9:Pozostale;4929.95;1769.3;7;6
17123;220140811;Wielkopolskie;Kobieta;56;9:Pozostale;2356.64;1315.7;7;6
17127;220140821;Wielkopolskie;Kobieta;43;9:Pozostale;2360.6;1522.67;5;6
17133;220140921;Wielkopolskie;Kobieta;32;9:Pozostale;5937.7;2409.17;5;6
17149;220150321;Wielkopolskie;Mezczyzna;54;9:Pozostale;1825.95;1100.89;5;6
17155;220150421;Wielkopolskie;Kobieta;62;9:Pozostale;2985.86;1344.33;5;6
17194;220160311;Wielkopolskie;Mezczyzna;28;5:Malzenstwo +3;3224;2689.34;4;6
17226;220160921;Wielkopolskie;Mezczyzna;27;9:Pozostale;3496.24;1899.11;5;6
17227;220160921;Wielkopolskie;Mezczyzna;25;9:Pozostale;3496.24;1899.11;7;6
17238;220161121;Wielkopolskie;Mezczyzna;27;9:Pozostale;4969;3631.8;5;6
17254;220170221;Wielkopolskie;Kobieta;54;9:Pozostale;4240.18;4956.48;7;6
17267;220170421;Wielkopolskie;Kobieta;58;9:Pozostale;6468.93;2580.48;5;6
17277;220170811;Wielkopolskie;Kobieta;39;4:Malzenstwo +2;19617;3531.02;1;6
17283;220170921;Wielkopolskie;Kobieta;27;9:Pozostale;2233.58;1574.76;1;6
17292;220171111;Wielkopolskie;Kobieta;41;9:Pozostale;6606.64;3266.46;8;6
17311;220180321;Wielkopolskie;Kobieta;39;1:Osoba samotna;1381.5;1139.05;5;6
17363;220190211;Wielkopolskie;Mezczyzna;25;3:Malzenstwo +1;3500;5368.27;1;6
17387;220190621;Wielkopolskie;Mezczyzna;42;4:Malzenstwo +2;4300;3434.6;5;6
17389;220190711;Wielkopolskie;Mezczyzna;56;9:Pozostale;2505;1997.64;5;6
17401;220190921;Wielkopolskie;Kobieta;29;3:Malzenstwo +1;2763;2097.6;3;6
17415;220191221;Wielkopolskie;Kobieta;34;9:Pozostale;4837.67;3370.91;5;6
17417;220200111;Wielkopolskie;Kobieta;42;9:Pozostale;8700;4860.92;5;6
17426;220200321;Wielkopolskie;Kobieta;41;9:Pozostale;13432.35;3855.59;3;6
17444;220200721;Wielkopolskie;Mezczyzna;55;9:Pozostale;4878.48;2470.28;5;6
17453;220200911;Wielkopolskie;Mezczyzna;56;9:Pozostale;4519.2;4973.12;7;6
17461;220201021;Wielkopolskie;Mezczyzna;39;9:Pozostale;778.2;732;5;6
17472;220201211;Wielkopolskie;Mezczyzna;22;9:Pozostale;8983;3193.95;3;6
17473;220201211;Wielkopolskie;Mezczyzna;20;9:Pozostale;8983;3193.95;4;6
17478;220210111;Wielkopolskie;Mezczyzna;39;9:Pozostale;1015.9;1560.03;7;6
17485;220210221;Wielkopolskie;Mezczyzna;49;9:Pozostale;133.1;1143.42;5;6
17512;220210921;Wielkopolskie;Mezczyzna;84;1:Osoba samotna;2476.95;1603.25;5;6
17583;220221121;Wielkopolskie;Kobieta;40;9:Pozostale;6830.34;4095.67;4;6
17588;220221221;Wielkopolskie;Mezczyzna;31;9:Pozostale;3207.04;3060.14;5;6
17633;220231121;Wielkopolskie;Mezczyzna;58;2:Malzenstwo bez dzieci;1533;1273.78;5;6
17655;220240411;Wielkopolskie;Mezczyzna;57;9:Pozostale;6504.2;3683.15;5;6
17675;220240811;Wielkopolskie;Kobieta;39;4:Malzenstwo +2;2834;1876.98;3;6
17681;220240921;Wielkopolskie;Mezczyzna;52;9:Pozostale;4566;3433.49;5;6
17723;220250521;Wielkopolskie;Mezczyzna;39;5:Malzenstwo +3;8553.7;3448.88;5;6
17726;220250611;Wielkopolskie;Mezczyzna;59;2:Malzenstwo bez dzieci;1605;946.44;7;6
17727;220250621;Wielkopolskie;Mezczyzna;55;9:Pozostale;2045;1741.5;5;6
17732;220250711;Wielkopolskie;Mezczyzna;22;9:Pozostale;4881;2190.21;3;6
17734;220250721;Wielkopolskie;Kobieta;48;1:Osoba samotna;1406.6;1061.59;5;6
17747;220250921;Wielkopolskie;Kobieta;20;9:Pozostale;2644.2;1398.22;4;6
17748;220250921;Wielkopolskie;Mezczyzna;71;9:Pozostale;2644.2;1398.22;7;6
17759;220251121;Wielkopolskie;Kobieta;53;9:Pozostale;4690;2650.24;7;6
17765;220251221;Wielkopolskie;Kobieta;46;5:Malzenstwo +3;3058;2240.03;3;6
17771;220260111;Wielkopolskie;Kobieta;23;9:Pozostale;5215;2295.03;3;6
17808;220260911;Wielkopolskie;Mezczyzna;23;9:Pozostale;6531;2773.64;4;6
17841;220270411;Wielkopolskie;Kobieta;24;9:Pozostale;3092;2524.59;3;6
17853;220270721;Wielkopolskie;Mezczyzna;33;9:Pozostale;8546.3;6498.06;3;6
17860;220270821;Wielkopolskie;Mezczyzna;26;9:Pozostale;5177.02;4235.52;5;6
17879;220280111;Wielkopolskie;Kobieta;43;9:Pozostale;4796.45;2535.8;3;6
17926;220281011;Wielkopolskie;Mezczyzna;66;9:Pozostale;5259.5;1768.53;7;6
17927;220281011;Wielkopolskie;Kobieta;62;9:Pozostale;5259.5;1768.53;7;6
17935;220281121;Wielkopolskie;Kobieta;81;9:Pozostale;1909;897.74;7;6
